ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,86.43 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349693
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349694
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349695
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349696
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349697
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349698
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349699
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349700
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349701
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349702
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349703
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349704
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349705
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349706
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349707
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349708
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349709
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349710
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349711
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349712
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349713
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,110.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349714
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,OLDHAM TOTAL CARE,27-Dec-24,"1,632.00 ",NURSING LONG TERM,V002349715
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,OLDHAM TOTAL CARE,27-Dec-24,70.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349716
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LITTLEBOROUGH CARE HOME LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349717
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,MASTERPALM PROPERTIES LIMITED,27-Dec-24,"1,480.00 ",RESIDENTIAL LONG TERM,V002349718
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,AVERILL HOUSE CARE HOME,27-Dec-24,"1,711.02 ",NURSING LONG TERM,V002349719
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349720
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,BEECH HOUSE,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349721
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,GP CARE SERVICES LTD,27-Dec-24,"2,582.08 ",RESIDENTIAL LONG TERM,V002349722
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,27-Dec-24,550.00 ,NURSING LONG TERM - MARKET FACTOR,V002349723
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349724
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349725
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LITTLE HEATON CARE HOME,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349726
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,27-Dec-24,"1,546.00 ",RESIDENTIAL LONG TERM,V002349727
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,-552.14 ,SHORT TERM CARE - NURSING,V002349728
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",SHORT TERM CARE - NURSING,V002349729
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",SHORT TERM CARE - NURSING,V002349730
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,176.47 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349731
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,190.04 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349732
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,190.04 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349733
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,190.04 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349734
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,190.04 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349735
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,190.04 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349736
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,122.17 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349737
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,67.87 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349738
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,190.04 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349739
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,190.04 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349740
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,190.04 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349741
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349742
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349743
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349744
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,ELIZABETH HOUSE OLDHAM LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349745
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,GP CARE SERVICES LTD,27-Dec-24,"2,582.08 ",RESIDENTIAL LONG TERM,V002349746
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,MONA CLIFFE RESIDENTIAL HOME,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349747
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349748
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349749
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349750
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,27-Dec-24,"2,194.42 ",NURSING LONG TERM,V002349751
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HURSTEAD HOUSE CARE HOME,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349752
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349753
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,SPRINGFIELD PARK LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349754
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HIGHFIELD MANOR CARE HOME LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349755
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,NATIONAL NEUROLOGICAL SERVICES,27-Dec-24,"3,009.14 ",RESIDENTIAL LONG TERM - MARKET FACTOR,V002349756
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,NATIONAL NEUROLOGICAL SERVICES,27-Dec-24,"2,754.54 ",RESIDENTIAL LONG TERM,V002349757
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,BEECH HOUSE,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349758
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349759
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,ORCHARD CARE HOMES,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349760
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349761
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,100.50 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349762
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,NAZARETH HOUSE CARE HOME,27-Dec-24,"3,400.00 ",NURSING LONG TERM,V002349763
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349764
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,PASSMONDS NURSING HOME,27-Dec-24,"1,422.00 ",SHORT TERM CARE - RESIDENTIAL,V002349765
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,ST AUGUSTINE LTD,27-Dec-24,"5,349.88 ",NURSING LONG TERM,V002349766
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,SPRINGFIELD PARK LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349767
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,CLEGGSWORTH CARE HOME LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349768
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349769
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,CLEGGSWORTH CARE HOME LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349770
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,CLEGGSWORTH CARE HOME LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349771
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,NEW CHAMBER MOUNT LTD,27-Dec-24,"1,393.20 ",RESIDENTIAL LONG TERM,V002349772
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,BEECH HOUSE,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349773
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,BEECH HOUSE,27-Dec-24,"1,422.00 ",SHORT TERM CARE - RESIDENTIAL,V002349774
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349775
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LILY CARE LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349776
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349777
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELCOME INDEPENDENT LIVING WHITWORTH LTD,27-Dec-24,"1,396.48 ",RESIDENTIAL LONG TERM,V002349778
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELCOME INDEPENDENT LIVING WHITWORTH LTD,27-Dec-24,151.42 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349779
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349780
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349781
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349782
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,MARTON CARE HOMES,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349783
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,27-Dec-24,366.86 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002349784
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,27-Dec-24,366.86 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002349785
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,27-Dec-24,"1,333.14 ",RESIDENTIAL LONG TERM,V002349786
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LILLIBET HEALTHCARE 2 LTD,27-Dec-24,"1,333.14 ",RESIDENTIAL LONG TERM,V002349787
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,ANTONI AND RIENZIE LTD,27-Dec-24,"1,546.00 ",RESIDENTIAL LONG TERM,V002349788
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349789
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349790
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,BELVOIR CARE HOME LIMITED,27-Dec-24,"1,546.00 ",RESIDENTIAL LONG TERM,V002349791
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349792
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,BELVOIR CARE HOME LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349793
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HELME HALL LTD,27-Dec-24,"11,026.00 ",RESIDENTIAL LONG TERM,V002349794
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,PASSMONDS NURSING HOME,27-Dec-24,"1,546.00 ",RESIDENTIAL LONG TERM,V002349795
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,ZAYDAN HEALTHCARE LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349796
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,ZAYDAN HEALTHCARE LTD,27-Dec-24,90.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349797
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"4,251.92 ",NURSING LONG TERM - MARKET FACTOR,V002349798
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"4,350.08 ",NURSING LONG TERM,V002349799
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349800
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,GP CARE SERVICES LTD,27-Dec-24,"2,582.08 ",RESIDENTIAL LONG TERM,V002349801
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"2,669.44 ",NURSING LONG TERM - MARKET FACTOR,V002349802
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"5,932.56 ",NURSING LONG TERM,V002349803
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,THE FORTUNE CENTRE OF RIDING THERAPY,27-Dec-24,"1,150.56 ",RESIDENTIAL LONG TERM - MARKET FACTOR,V002349804
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,THE FORTUNE CENTRE OF RIDING THERAPY,27-Dec-24,"1,533.29 ",RESIDENTIAL LONG TERM,V002349805
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,VESTACARE  UK LTD,27-Dec-24,"4,300.00 ",RESIDENTIAL LONG TERM,V002349806
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LITTLEBOROUGH CARE HOME LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349807
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LITTLE HEATON CARE HOME,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349808
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349809
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349810
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LEIGHTON HOUSE RETIREMENT HOME LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349811
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LILY CARE LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349812
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LYNDHURST RESIDENTIAL CARE HOME,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349813
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HIGHFIELD HOUSE CARE HOME HEYWOOD LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349814
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349815
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349816
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,60.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349817
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349818
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,95.14 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349819
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,111.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349820
